question,expected_doc_id,expected_chunk_id,category,difficulty,expected_chunk_title,expected_chunk_url,expected_chunk_text,auto_chunk_score
Nội dung đào tạo CNTT?,6a3920adeb29eba8,6a3920adeb29eba8_chunk_0003,program,medium,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=df646c13-b76f-444d-a1d1-95ccdfd50b47,"1 1 Vận dụng kiến thức nền tảng về khoa học xã hội, khoa học tự nhiên và công nghệ thông tin (CNTT) 2 2 Khám phá tri thức, giải quyết vấn đề, tư duy hệ thống, tư duy sáng tạo và kỹ năng chuyên môn trong lĩnh vực CNTT 3 3 Làm việc nhóm và giao tiếp hiệu quả 4 4 Hình thành ý tưởng, thiết kế, triển khai, vận hành hệ thống CNTT và có kiến thức về lãnh đạo và kinh doanh trong kỹ thuật. Link: Chi tiết chương trình đào tạo 132 tín chỉ (áp dụng từ năm 2018) Chi tiết chương trình đào tạo 152 tín chỉ (áp dụng trước năm 2018) Chi tiết chương trình đào tạo 150 tín chỉ (áp dụng từ Khóa 2019) Chi tiết chương trình đào tạo 150 tín chỉ (áp dụng từ Khóa 2021) Chi tiết chương trình đào tạo 150 tín chỉ (áp dụn",4.928819190719338
ATTT học những môn gì?,a139dd193ef42bbd,a139dd193ef42bbd_chunk_0003,program,medium,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=3a56cbbc-1696-49dd-a3ca-7404e617520b,"1 1 Vận dụng kiến thức nền tảng về khoa học xã hội, khoa học tự nhiên và công nghệ thông tin, và ATTT. 2 2 Khám phá tri thức, giải quyết vấn đề, tư duy hệ thống, tư duy sáng tạo và kỹ năng chuyên môn trong lĩnh vực ATTT 3 3 Làm việc nhóm và giao tiếp hiệu quả 4 4 Hình thành ý tưởng, thiết kế, triển khai, vận hành hệ thống ATTT và có kiến thức về lãnh đạo và kinh doanh trong kỹ thuật. PLO = Program learning outcomes : Kết quả học tập của chương trình đào tạo là bao gồm các kiến thức, kỹ năng, thái độ mà người học đạt được (về mặt lý thuyết hoặc thực tế) sau khi hoàn thành chương trình đào tạo. Link: Chi tiết chương trình đào tạo ngành An toàn thông tin (Áp dụng cho các khóa ATTT 2022) Chi tiế",9.329424034196837
An toàn thông tin đào tạo gì?,a139dd193ef42bbd,a139dd193ef42bbd_chunk_0003,program,easy,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=3a56cbbc-1696-49dd-a3ca-7404e617520b,"1 1 Vận dụng kiến thức nền tảng về khoa học xã hội, khoa học tự nhiên và công nghệ thông tin, và ATTT. 2 2 Khám phá tri thức, giải quyết vấn đề, tư duy hệ thống, tư duy sáng tạo và kỹ năng chuyên môn trong lĩnh vực ATTT 3 3 Làm việc nhóm và giao tiếp hiệu quả 4 4 Hình thành ý tưởng, thiết kế, triển khai, vận hành hệ thống ATTT và có kiến thức về lãnh đạo và kinh doanh trong kỹ thuật. PLO = Program learning outcomes : Kết quả học tập của chương trình đào tạo là bao gồm các kiến thức, kỹ năng, thái độ mà người học đạt được (về mặt lý thuyết hoặc thực tế) sau khi hoàn thành chương trình đào tạo. Link: Chi tiết chương trình đào tạo ngành An toàn thông tin (Áp dụng cho các khóa ATTT 2022) Chi tiế",12.766679436490827
Học ngành ATTT có gì?,a139dd193ef42bbd,a139dd193ef42bbd_chunk_0003,program,hard,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=3a56cbbc-1696-49dd-a3ca-7404e617520b,"1 1 Vận dụng kiến thức nền tảng về khoa học xã hội, khoa học tự nhiên và công nghệ thông tin, và ATTT. 2 2 Khám phá tri thức, giải quyết vấn đề, tư duy hệ thống, tư duy sáng tạo và kỹ năng chuyên môn trong lĩnh vực ATTT 3 3 Làm việc nhóm và giao tiếp hiệu quả 4 4 Hình thành ý tưởng, thiết kế, triển khai, vận hành hệ thống ATTT và có kiến thức về lãnh đạo và kinh doanh trong kỹ thuật. PLO = Program learning outcomes : Kết quả học tập của chương trình đào tạo là bao gồm các kiến thức, kỹ năng, thái độ mà người học đạt được (về mặt lý thuyết hoặc thực tế) sau khi hoàn thành chương trình đào tạo. Link: Chi tiết chương trình đào tạo ngành An toàn thông tin (Áp dụng cho các khóa ATTT 2022) Chi tiế",8.710014558276587
Chương trình đào tạo ATTT?,a139dd193ef42bbd,a139dd193ef42bbd_chunk_0003,program,easy,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=3a56cbbc-1696-49dd-a3ca-7404e617520b,"1 1 Vận dụng kiến thức nền tảng về khoa học xã hội, khoa học tự nhiên và công nghệ thông tin, và ATTT. 2 2 Khám phá tri thức, giải quyết vấn đề, tư duy hệ thống, tư duy sáng tạo và kỹ năng chuyên môn trong lĩnh vực ATTT 3 3 Làm việc nhóm và giao tiếp hiệu quả 4 4 Hình thành ý tưởng, thiết kế, triển khai, vận hành hệ thống ATTT và có kiến thức về lãnh đạo và kinh doanh trong kỹ thuật. PLO = Program learning outcomes : Kết quả học tập của chương trình đào tạo là bao gồm các kiến thức, kỹ năng, thái độ mà người học đạt được (về mặt lý thuyết hoặc thực tế) sau khi hoàn thành chương trình đào tạo. Link: Chi tiết chương trình đào tạo ngành An toàn thông tin (Áp dụng cho các khóa ATTT 2022) Chi tiế",12.955262924611139
ATTT của trường học gì?,a139dd193ef42bbd,a139dd193ef42bbd_chunk_0003,program,medium,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=3a56cbbc-1696-49dd-a3ca-7404e617520b,"1 1 Vận dụng kiến thức nền tảng về khoa học xã hội, khoa học tự nhiên và công nghệ thông tin, và ATTT. 2 2 Khám phá tri thức, giải quyết vấn đề, tư duy hệ thống, tư duy sáng tạo và kỹ năng chuyên môn trong lĩnh vực ATTT 3 3 Làm việc nhóm và giao tiếp hiệu quả 4 4 Hình thành ý tưởng, thiết kế, triển khai, vận hành hệ thống ATTT và có kiến thức về lãnh đạo và kinh doanh trong kỹ thuật. PLO = Program learning outcomes : Kết quả học tập của chương trình đào tạo là bao gồm các kiến thức, kỹ năng, thái độ mà người học đạt được (về mặt lý thuyết hoặc thực tế) sau khi hoàn thành chương trình đào tạo. Link: Chi tiết chương trình đào tạo ngành An toàn thông tin (Áp dụng cho các khóa ATTT 2022) Chi tiế",12.663887693380559
Kỹ thuật dữ liệu học gì?,0948421908dede34,0948421908dede34_chunk_0003,program,easy,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=3be2b17b-a93d-4f25-b4ed-160a9469c456,"Sau khi hoàn thành chương trình đào tạo (CTĐT) Ngành KTDL, sinh viên có khả năng: - Có kiến thức nền tảng về khoa học xã hội, khoa học tự nhiên và công nghệ thông tin (CNTT) - Phát triển năng lực khám phá tri thức, giải quyết vấn đề, tư duy hệ thống, có kỹ năng và thái độ cá nhân, có kỹ năng và thái độ nghề nghiệp - Nâng cao kỹ năng làm việc nhóm và làm việc trong các nhóm đa ngành, đa lĩnh vực - Phát triển khả năng hình thành ý tưởng, thiết kế, triển khai, vận hành, lãnh đạo nhóm, kinh doanh các kiến trúc như cơ sở dữ liệu và các hệ thống xử lý quy mô lớn. Link: Chi tiết chương trình đào tạo ngành Kỹ thuật dữ liệu 132TC (Áp dụng từ năm 2018) Chi tiết chương trình đào tạo ngành Kỹ thuật dữ l",12.111678854865481
Ngành KTDL đào tạo gì?,0948421908dede34,0948421908dede34_chunk_0003,program,medium,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=3be2b17b-a93d-4f25-b4ed-160a9469c456,"Sau khi hoàn thành chương trình đào tạo (CTĐT) Ngành KTDL, sinh viên có khả năng: - Có kiến thức nền tảng về khoa học xã hội, khoa học tự nhiên và công nghệ thông tin (CNTT) - Phát triển năng lực khám phá tri thức, giải quyết vấn đề, tư duy hệ thống, có kỹ năng và thái độ cá nhân, có kỹ năng và thái độ nghề nghiệp - Nâng cao kỹ năng làm việc nhóm và làm việc trong các nhóm đa ngành, đa lĩnh vực - Phát triển khả năng hình thành ý tưởng, thiết kế, triển khai, vận hành, lãnh đạo nhóm, kinh doanh các kiến trúc như cơ sở dữ liệu và các hệ thống xử lý quy mô lớn. Link: Chi tiết chương trình đào tạo ngành Kỹ thuật dữ liệu 132TC (Áp dụng từ năm 2018) Chi tiết chương trình đào tạo ngành Kỹ thuật dữ l",12.16749065389789
Data engineering học gì?,0948421908dede34,0948421908dede34_chunk_0001,program,hard,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=3be2b17b-a93d-4f25-b4ed-160a9469c456,"Thang điểm: 10 Quy trình đào tạo: Theo qui chế đào tạo đại học, cao đẳng hệ chính quy theo hệ thống tín chỉ ban hành theo quyết định số 17/VBHN-BGDĐT Điều kiện tốt nghiệp: Điều kiện chung : Theo qui chế đào tạo đại học, cao đẳng hệ chính quy theo hệ thống tín chỉ ban hành theo quyết định số 17/VBHN-BGDĐT Điều kiện của chuyên ngành : Phải hoàn tất thực tập doanh nghiệp trong học kỳ hè và được Khoa xác nhận.",4.023290232954176
Chương trình ngành Kỹ thuật dữ liệu?,0948421908dede34,0948421908dede34_chunk_0003,program,easy,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=3be2b17b-a93d-4f25-b4ed-160a9469c456,"Sau khi hoàn thành chương trình đào tạo (CTĐT) Ngành KTDL, sinh viên có khả năng: - Có kiến thức nền tảng về khoa học xã hội, khoa học tự nhiên và công nghệ thông tin (CNTT) - Phát triển năng lực khám phá tri thức, giải quyết vấn đề, tư duy hệ thống, có kỹ năng và thái độ cá nhân, có kỹ năng và thái độ nghề nghiệp - Nâng cao kỹ năng làm việc nhóm và làm việc trong các nhóm đa ngành, đa lĩnh vực - Phát triển khả năng hình thành ý tưởng, thiết kế, triển khai, vận hành, lãnh đạo nhóm, kinh doanh các kiến trúc như cơ sở dữ liệu và các hệ thống xử lý quy mô lớn. Link: Chi tiết chương trình đào tạo ngành Kỹ thuật dữ liệu 132TC (Áp dụng từ năm 2018) Chi tiết chương trình đào tạo ngành Kỹ thuật dữ l",12.16749065389789
KTDL có học gì đặc biệt?,0948421908dede34,0948421908dede34_chunk_0003,program,hard,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=3be2b17b-a93d-4f25-b4ed-160a9469c456,"Sau khi hoàn thành chương trình đào tạo (CTĐT) Ngành KTDL, sinh viên có khả năng: - Có kiến thức nền tảng về khoa học xã hội, khoa học tự nhiên và công nghệ thông tin (CNTT) - Phát triển năng lực khám phá tri thức, giải quyết vấn đề, tư duy hệ thống, có kỹ năng và thái độ cá nhân, có kỹ năng và thái độ nghề nghiệp - Nâng cao kỹ năng làm việc nhóm và làm việc trong các nhóm đa ngành, đa lĩnh vực - Phát triển khả năng hình thành ý tưởng, thiết kế, triển khai, vận hành, lãnh đạo nhóm, kinh doanh các kiến trúc như cơ sở dữ liệu và các hệ thống xử lý quy mô lớn. Link: Chi tiết chương trình đào tạo ngành Kỹ thuật dữ liệu 132TC (Áp dụng từ năm 2018) Chi tiết chương trình đào tạo ngành Kỹ thuật dữ l",12.132977729611678
Đào tạo sau đại học CNTT?,6d0b73a7d3321310,6d0b73a7d3321310_chunk_0002,graduate,easy,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=dc18ed59-d8ea-4c6c-8e41-d42d3e17f29b,"Đối với chương trình định hướng nghiên cứu yêu cầu có kết quả xếp hạng tốt nghiệp đại học từ loại khá trở lên hoặc có công bố khoa học liên quan đến lĩnh vực sẽ học tập và nghiên cứu - Có năng lực ngoại ngữ từ Bậc 3 trở lên theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam, thể hiện qua một trong các minh chứng sau: a) Bằng tốt nghiệp trình độ đại học trở lên ngành ngôn ngữ nước ngoài; hoặc bằng tốt nghiệp trình độ đại học trở lên mà chương trình được thực hiện chủ yếu bằng ngôn ngữ nước ngoài; b) Bằng tốt nghiệp trình độ đại học trở lên do chính cơ sở đào tạo cấp trong thời gian không quá 02 năm mà chuẩn đầu ra của chương trình đã đáp ứng yêu cầu ngoại ngữ đạt trình độ Bậc 3 trở lên the",14.173854243641852
Có học master CNTT không?,6d0b73a7d3321310,6d0b73a7d3321310_chunk_0001,graduate,hard,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=dc18ed59-d8ea-4c6c-8e41-d42d3e17f29b,"Thời gian đào tạo tiêu chuẩn là 1.5 năm (18 tháng). Học viên được phép hoàn thành chương trình đào tạo sớm hơn so với kế hoạch học tập không quá 1/2 năm (06 tháng), hoặc chậm hơn so với kế hoạch học tập nhưng tổng thời gian đào tạo không vượt quá 03 năm (36 tháng) tính từ ngày quyết định công nhận học viên cao học có hiệu lực đến thời điểm nộp hồ sơ xét tốt nghiệp",9.718524221353317
Thông tin graduate program CNTT?,6d0b73a7d3321310,6d0b73a7d3321310_chunk_0000,graduate,hard,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=dc18ed59-d8ea-4c6c-8e41-d42d3e17f29b,"Ngành đào tạo : Khoa học máy tính Trình độ đào tạo : Thạc sĩ Mã ngành : 8480101 Văn bằng tốt nghiệp : Thạc sĩ (Ban hành kèm quyết định số: ……/QĐ-ĐHSPKT, ngày …… tháng …… năm 2022 của Hiệu trưởng trường Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh)",11.528269649610927
Chương trình cao học CNTT?,6d0b73a7d3321310,6d0b73a7d3321310_chunk_0001,graduate,medium,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=dc18ed59-d8ea-4c6c-8e41-d42d3e17f29b,"Thời gian đào tạo tiêu chuẩn là 1.5 năm (18 tháng). Học viên được phép hoàn thành chương trình đào tạo sớm hơn so với kế hoạch học tập không quá 1/2 năm (06 tháng), hoặc chậm hơn so với kế hoạch học tập nhưng tổng thời gian đào tạo không vượt quá 03 năm (36 tháng) tính từ ngày quyết định công nhận học viên cao học có hiệu lực đến thời điểm nộp hồ sơ xét tốt nghiệp",15.552518845772145
Học sau đại học IT ở đây được không?,6d0b73a7d3321310,6d0b73a7d3321310_chunk_0002,graduate,hard,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/Default.aspx?ArticleId=dc18ed59-d8ea-4c6c-8e41-d42d3e17f29b,"Đối với chương trình định hướng nghiên cứu yêu cầu có kết quả xếp hạng tốt nghiệp đại học từ loại khá trở lên hoặc có công bố khoa học liên quan đến lĩnh vực sẽ học tập và nghiên cứu - Có năng lực ngoại ngữ từ Bậc 3 trở lên theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam, thể hiện qua một trong các minh chứng sau: a) Bằng tốt nghiệp trình độ đại học trở lên ngành ngôn ngữ nước ngoài; hoặc bằng tốt nghiệp trình độ đại học trở lên mà chương trình được thực hiện chủ yếu bằng ngôn ngữ nước ngoài; b) Bằng tốt nghiệp trình độ đại học trở lên do chính cơ sở đào tạo cấp trong thời gian không quá 02 năm mà chuẩn đầu ra của chương trình đã đáp ứng yêu cầu ngoại ngữ đạt trình độ Bậc 3 trở lên the",10.37441151603323
Homepage khoa CNTT có gì?,1f11eb62d4b56a75,1f11eb62d4b56a75_chunk_0003,general,easy,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/,04/11/2025 FUJINET tuyển dụng tháng 10/2025 24/10/2025 TMA Industry Internship tuyển Thực tập sinh tháng 10/2025 24/10/2025 Tất cả Các Hoạt động nổi bật KHOA CÔNG NGHỆ THÔNG TIN HCM-UTE: 25 NĂM PHÁT TRIỂN VÀ HỘI NHẬP Ngày 06/04/2026 KỶ NIỆM 25 NĂM THÀNH LẬP KHOA CÔNG NGHỆ THÔNG TIN 01/04/2026 HCM-UTE TẬP HUẤN “ỨNG DỤNG AI HIỆU QUẢ TRONG HỌC TẬP VÀ NGHIÊN CỨU” 27/03/2026,2.3569567606640636
Tin tức khoa CNTT?,1f11eb62d4b56a75,1f11eb62d4b56a75_chunk_0003,general,medium,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/,04/11/2025 FUJINET tuyển dụng tháng 10/2025 24/10/2025 TMA Industry Internship tuyển Thực tập sinh tháng 10/2025 24/10/2025 Tất cả Các Hoạt động nổi bật KHOA CÔNG NGHỆ THÔNG TIN HCM-UTE: 25 NĂM PHÁT TRIỂN VÀ HỘI NHẬP Ngày 06/04/2026 KỶ NIỆM 25 NĂM THÀNH LẬP KHOA CÔNG NGHỆ THÔNG TIN 01/04/2026 HCM-UTE TẬP HUẤN “ỨNG DỤNG AI HIỆU QUẢ TRONG HỌC TẬP VÀ NGHIÊN CỨU” 27/03/2026,2.8283481127968764
Thông tin chung về homepage khoa?,1f11eb62d4b56a75,1f11eb62d4b56a75_chunk_0006,general,medium,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/,Bảng tin Đoàn - Hội City Tour Tân Sinh Viên Khoa CNTT Khóa 2019 Ngày 26/08/2019 Cuộc thi học Mastering IT 2019 lần thứ 14 21/04/2019 Đăng ký Thi Anh văn đầu ra 08/11/2016 Kết quả tạm thời vòng Sơ loại MIT 2016 12/04/2016 [Thông báo] V/v Đăng ký đề tài NCKH trong Sinh viên năm 2016 04/04/2016 Thông Báo: Về việc nộp Đoàn phí + CTTN + Thẻ hội viên 28/03/2016 Tất cả Học bổng - Tài trợ Học bổng KMS Back-2-school 2020 Ngày 06/10/2020,2.369286883861898
Khoa CNTT có thông báo gì?,1f11eb62d4b56a75,1f11eb62d4b56a75_chunk_0004,general,hard,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/,"08/03/2026 Tất cả Bảng tin Đoàn - Hội 26/08/2019 City Tour Tân Sinh Viên Khoa CNTT Khóa 2019 21/04/2019 Cuộc thi học Mastering IT 2019 lần thứ 14 08/11/2016 Đăng ký Thi Anh văn đầu ra 12/04/2016 Kết quả tạm thời vòng Sơ loại MIT 2016 04/04/2016 [Thông báo] V/v Đăng ký đề tài NCKH trong Sinh viên năm 2016 Các cuộc thi học thuật 15/11/2019 Hackathon 2019 21/04/2019 Mastering IT 2019 lần thứ 14 17/04/2015 THÔNG BÁO ĐĂNG KÝ THAM GIA TUYỂN CHỌN CUỘC THI OLYMPIC TIN HỌC SINH VIÊN 2015 01/10/2014 Điểm thi Olympic tin học SPKT 2013 (mới cập nhật tối 17/10) Album Hình Ảnh Hoạt Động Các thông báo mới Thông báo Talkshow Online với chủ đề: ""Devops Engineering - Tương lai bức phá trong ngành Software"" Ng",3.7667947586022335
Website khoa CNTT có gì?,1f11eb62d4b56a75,1f11eb62d4b56a75_chunk_0003,general,easy,Khoa Công nghệ Thông tin,https://fit.hcmute.edu.vn/,04/11/2025 FUJINET tuyển dụng tháng 10/2025 24/10/2025 TMA Industry Internship tuyển Thực tập sinh tháng 10/2025 24/10/2025 Tất cả Các Hoạt động nổi bật KHOA CÔNG NGHỆ THÔNG TIN HCM-UTE: 25 NĂM PHÁT TRIỂN VÀ HỘI NHẬP Ngày 06/04/2026 KỶ NIỆM 25 NĂM THÀNH LẬP KHOA CÔNG NGHỆ THÔNG TIN 01/04/2026 HCM-UTE TẬP HUẤN “ỨNG DỤNG AI HIỆU QUẢ TRONG HỌC TẬP VÀ NGHIÊN CỨU” 27/03/2026,2.3569567606640636
